Speaker,About,Sentence
Rachel,Joey,Joey stop staring! There
Monica,Joey,"Joey, you don"
Monica,Ross,"And Ross, if it weren"
Phoebe,Joey,Joey! Those are my maternity pants!
Monica,Joey,"Well Joey, we"
Phoebe,Ross,Hey Ross! Doesn
Rachel,Monica,Hi Monica!
Monica,Chandler,See Chandler? I
Phoebe,Ross,Wait! But Ross if they don
Ross,Phoebe,"Phoebe, you can"
Ross,Phoebe,"Look Phoebe, I"
Ross,Phoebe,"Phoebe, I"
Rachel,Joey,"Oh Joey, I"
Joey,Dina,My little sister Dina!
Rachel,Dina,Right! Hi Dina! 
Rachel,Dina,"Okay. All right Dina, well let"
Rachel,Joey,Joey
Rachel,Dina,What?! Dina
Dina,Bob,"Bobby Corso, but he"
Dina,Bobby Corso,"Bobby Corso, but he"
Joey,Dina,You got pregnant for funny?! Dina
Ben,Phoebe,"Aunt Phoebe, what are you doing here?"
Ben,Doug,I have to go. My friend Doug is waiting for me over there. 
Rachel,Dina,What college was that Dina?
Dina,Bob,Oh my God! Bobby!
Bobby,Dina,Hi Dina. Good to see you.
Rachel,Joey,"Joey, what are you doing?"
Rachel,Joey,Oh Joey this is crazy!
Joey,Don,Don
Rachel,Joey,All right Joey! That is enough! 
Rachel,Joey,"Joey, just because they"
Rachel,Bob,"Hey, now wait a minute! I get when you told people at first that you wanted to be an actor they laughed at you! Now come on Bobby, why don"
Joey,Dina,"Dina, if you"
Dina,Joey,No Joey! I knew you wouldn
Rachel,Bob,So forcing her to marry Bobby is gonna make that happen?
Dina,Joey,"Joey, I am scared to death about this. But I really think I can do it, I"
Dina,Rachel,"Look, Rachel"
Dina,Joey,"Joey, I can"
Rachel,Bob,"Okay Bobby, why don"
Rachel,Phoebe,Phoebe?
Chandler,Doug,"Honey, you remember my boss Doug right?"
Doug,Tom,"Tomorrow night it is then, I should be out of court by six. They keeprr throwing these sexual harassment cases at me and I keep knocking them out of the park!"
Nurse,Dr. Long,"Just so you know, Dr. Long can"
Rachel,Dr. Schiff,"No! Shoot, Dr. Schiff what kind of question is that?!"
Rachel,Ross,Oh hey! Hey Ross! Hey how
Monica,Mona,You and Mona are doing a holiday card together?
Rachel,Ross,Uh Ross? You asked me that.
Ross,Mona,"Here we go. Mona umm, I think it"
Phoebe,Monica,"Hi! Okay, Monica, Rachel, this is my friend Roger."
Phoebe,Rachel,"Hi! Okay, Monica, Rachel, this is my friend Roger."
Phoebe,Roger,"Hi! Okay, Monica, Rachel, this is my friend Roger."
Monica,Roger,Hi Roger.
Rachel,Phoebe,Phoebe no!
Monica,Rachel,"Rachel umm, I was just talking to this guy and I think he"
Phoebe,Roger,Fine! Then you tell Roger because he was really looking forward to this!rr 
Chandler,Doug,"It was awful. To get out of going to dinner with Doug I told him thatrr you and I split up. So then he took me to all these strip clubs and sleazy bars, and thenrr when I wouldn"
Monica,Don,Don
Rachel,Joey,"What?! Joey, you don"
Phoebe,Monica,"No. No! Yes! Ahh. Oh, would you look at that Monica? I just knocked offrr all of your top scores, how sad."
Monica,Chandler,Chandler! Phoebe
Monica,Phoebe,Chandler! Phoebe
Monica,Phoebe,Okay. Phoebe that
Rachel,Joey,Joey? Could you get that? 
Rachel,Joey,"Ohh, Lilies. Joey, they"
Rachel,Joey,Okay. Wow! So I get to see what Joey Tribbiani is like on a date. So dorr you have any moves?
Monica,Chandler,"Chandler, why would you do that?"
Monica,Chandler,Chandler! He
Joey,Chandler,"Oh come on! Just pick one! Between Monica, Phoebe, Chandler, and Ross ifrr you had to, if you had to, who would you punch?"
Joey,Monica,"Oh come on! Just pick one! Between Monica, Phoebe, Chandler, and Ross ifrr you had to, if you had to, who would you punch?"
Joey,Phoebe,"Oh come on! Just pick one! Between Monica, Phoebe, Chandler, and Ross ifrr you had to, if you had to, who would you punch?"
Joey,Ross,"Oh come on! Just pick one! Between Monica, Phoebe, Chandler, and Ross ifrr you had to, if you had to, who would you punch?"
Joey,Chandler,Chandler?
Rachel,Joey,"Joey, I think everyone saw the wine come out of your nose."
Rachel,Joey,"So tell me, what are Joey Tribbiani"
Rachel,Joey,"Hey Joey, can I ask you something?"
Phoebe,Chandler,Chandler sucks! He couldn
Monica,Phoebe,"Oh my God Phoebe, you"
Phoebe,Don,Don
Monica,Don,Don
Ross,Phoebe,Phoebe!!
Monica,Phoebe,Phoebe! You kinda caught me at a bad time.
Phoebe,Chandler,Oh are you and Chandler
Phoebe,Chandler,You ask an intriguing question Chandler Bing.
Monica,Phoebe,"Phoebe, I can explain!"
Monica,Phoebe,"Phoebe, don"
Chandler,Phoebe,"Well, Phoebe I thought I"
Rachel,Joey,"Oh Joey, I"
Rachel,Joey,Joey! The baby is kicking for the first time! Will you please come feel this?!
Monica,Bob,Hi honey. We just got a wedding gift from Bob and Faye Bing
Chandler,Don,Don
Monica,Chandler,"Chandler, there is nothing in there that concerns you! If you love me you"
Chandler,Monica,Phoebe if it helps Alexandra has only been massaging Monica for like three years. 
Chandler,Phoebe,Phoebe if it helps Alexandra has only been massaging Monica for like three years. 
Phoebe,Monica,Monica! We lived together for years! I
Monica,Phoebe,"Hey, come on Phoebe, you can understand why this would be weird for me."
Joey,Ross,Hey Ross! The baby
Rachel,Joey,Last night! I just felt it and I went into Joey
Monica,Phoebe,Nice! Wow Phoebe you are good!
Monica,Phoebe,Oh God Phoebe!! 
Joey,Monica,"Whoa, Monica runs a pretty tight ship over here. What are you doing?"
Chandler,Monica,Monica has a secret closet and she won
Chandler,Monica,Why would Monica be keeping Richard in here?
Rachel,Joey,"Joey. Joey, something feels weird and not good weird. I don"
Chandler,Monica,Maybe Monica has a bobby pin.
Rachel,Ross,Hey Ross! Check it out! I learned a new trick!
Rachel,Ross,Oh Ross!! 
Rachel,Joey,"But Joey, I don"
Rachel,Ross,"But Ross, its you and me!"
Monica,Chandler,"No Chandler, you don"
Chandler,Rachel,So Rachel
Joey,Rachel,"Well uh, I wanted to have a few beers, but uh, I got rid of those because Rachel couldn"
Monica,Phoebe,Uh Phoebe?
Joey,Rachel,Yes. I like Rachel.
Ross,Rachel,Rachel?!
Ross,Rachel,Rachel who
Joey,Ross,Oh come on Ross! Hey Ross
Phoebe,Monica,"Well last night, I met Monica"
Monica,Joey,"I just talked to Joey, I just"
Ross,Joey,"Sure, because women never like Joey. Y"
Monica,Joey,Joey
Phoebe,Chandler,"Umm, Chandler, Monica, this is Don."
Phoebe,Don,"Umm, Chandler, Monica, this is Don."
Phoebe,Monica,"Umm, Chandler, Monica, this is Don."
Monica,Don,"So Don, what"
Phoebe,Don,Don
Monica,Chandler,"Me too! Yeah, Chandler can"
Rachel,Joey,Joey? What
Chandler,Don,"Phoebe thinks you and Don are soul mates, and I don"
Chandler,Phoebe,"Phoebe thinks you and Don are soul mates, and I don"
Monica,Chandler,"Chandler, you don"
Rachel,Joey,"Joey, Joey I love you so much, but I"
Rachel,Joey,Joey.
Rachel,Joey,No! Joey please! Please don
Joey,Don,Don
Rachel,Joey,Oh Joey honey I don
Rachel,Joey,Joey? Are you in there?
Monica,Joey,"Joey, you "
Monica,Rachel,Hey Rachel!
Rachel,Joey,Is Joey here?
Rachel,Chandler,"Ew, was Chandler naked? Sort of like a, like a ring toss kind of situation?"
Rachel,Joey,"All right. Well listen, if you see Joey will you just tell him uh"
Monica,Rachel,"This is Rachel. I mean, what are you gonna do, never going to talk to her again? I mean I know it"
Rachel,Mona,Well just ask Mona to give it back!
Chandler,Phoebe,"Phoebe, did you see that?! He totally checked you out! He is so cute! "
Monica,Phoebe,Tea gives Phoebe the trots.
Rachel,Joey,"So I thought Joey and I would be okay once we hung out, but it"
Monica,Joey,Yeah Joey she
Phoebe,Jim Nelson,"Oh Jim, Jim Nelson I"
Ross,Mona,Mona? 
Rachel,Joey,"Hey! Oh Joey, honey listen, thank you for talking to my yesterday about that thing with my boss. That really meant a lot."
Joey,Don,Don
Rachel,Joey,"Oh Joey, I can"
Monica,Chandler,Chandler has two copies of 
Mona,Ross,"Ross, what are you doing?!"
Rachel,Mr. Zelner,Okay look Mr. Zelner
Monica,Don,Don
Rachel,Chandler,"Chandler, can you give us a minute?"
Rachel,Joey,"Joey, I"
Mona,Ross,"Ross, we"
Phoebe,Ross,"Oh, Ross, Mon, is it okay if I bring someone to your parent"
Phoebe,Parker,"Well, his name is Parker and I met him at the drycleaners."
Monica,Ross,"Yes! Every year Ross makes the toast, and it"
Chandler,Ross,And you wonder why Ross is their favorite?
Monica,Ross,"No! Really! Any time Ross makes a toast everyone cries, and hugs him, and pats him on the back and they all come up to me and say, "
Phoebe,Parker,"Everybody, this is Parker, Parker this is"
Parker,Don,"No, no, no wait! Don"
Parker,Rachel,"Rachel, you have life growing inside you. Is there anything in this world more miraculous than"
Man,Rachel,Rachel!
Ross,Aunt Lisa,"Hi Aunt Lisa, Uncle Dan"
Ross,Dan,"Hi Aunt Lisa, Uncle Dan"
Ross,Uncle Dan,"Hi Aunt Lisa, Uncle Dan"
Phoebe,Parker,Were you guys making fun of Parker?
Ross,Mona,What was wrong with Mona?
Rachel,Ross,"Okay, Ross, it has to be realistic."
Joey,Parker,"Yeah uh, Phoebe! Look umm, I want to apologize about before, okay? We were being jerks. Parker"
Joey,Phoebe,"Yeah uh, Phoebe! Look umm, I want to apologize about before, okay? We were being jerks. Parker"
Parker,Ross,"Fine! Well then to quote Ross, "
Phoebe,Don,So long! Don
Rachel,Ross,"Ross, it just wouldn"
Rachel,Ross,"Okay Ross, can I uh, can I ask you something?"
Rachel,Joey,"Oh, come on Joey! You will totally keep it in check this time, and plus y"
Monica,Joey,Joey! You
Rachel,Joey,"Oh, Joey! Sorry!"
Joey,Rachel,"Wow, you are a good friend, 'course the audition was this morning, and I didn't get it. But that was a hell of a kiss. Rachel is a very lucky girl."
Woman,Rachel,"Hi, is Rachel here? I"
Jill,Rachel,"Oh my God, Rachel!"
Rachel,Chandler,This is Chandler. 
Rachel,Monica,And you know Monica and Ross!
Rachel,Ross,And you know Monica and Ross!
Rachel,Don,Don
Joey,Ross,"All right. Uhh, okay. Our first contestant is Ross Geller. Why don"
Joey,Chandler,"I said a little bit Ross. Now, how about you Chandler?"
Joey,Ross,"I said a little bit Ross. Now, how about you Chandler?"
Chandler,Joey,"Well Joey, I"
Monica,Phoebe,"Phoebe, Sandra"
Joey,Ross,All right Ross you
Ross,Joey,"The wheel has not been my friend tonight Joey. Uh, I"
Joey,Chandler,"All right Chandler, you"
Chandler,Ross,"Oh come on Ross, I think we"
Joey,Chandler,"All right. Chandler, you can either spin the wheel or pick a Google card."
Joey,Ross,"Okay, you picked the Gimmie card! You get all of Ross"
Rachel,Ross,She wants to move in with me and Ross to help take care of the baby.
Phoebe,Chandler,I have new respect for Chandler. All right everybody! It
Monica,Rachel,"Rachel, listen to your mother. She is very smart."
Chandler,Tim,Tell it to the Time Turtle!
Joey,Chandler,"Now, over to Chandler."
Joey,Chandler,"Oh my God! Congratulations Ross, because Chandler, you"
Joey,Ross,"Oh my God! Congratulations Ross, because Chandler, you"
Ross,Chandler,I just Bamboozled Chandler! 
Man,Joey,"Hey Joey, hi! I"
Ray,Duncan,And this is Duncan 
Erin,Wayne,Wayne Gretzky.
Ray,Joey,"Uh Joey, didn"
Rachel,Monica,Oh no? Pheebs? Monica? Do I know anything about babies?
Ross,Monica,"No, Monica"
Joey,Monica,"Yeah! Yeah Monica! You listen to me, okay? And I"
Rachel,Ross,Ross!
Monica,Joey,Joey! 
Monica,Joey,"Hey Joey, come taste this."
Rachel,Ross,"Oh, it was great! We got everything that we needed! Oh and Ross, almost got something that wasn"
Phoebe,Chandler,"Hey Chandler, why so fancy?"
Rachel,Chandler,"Chandler, I"
Chandler,Phoebe,Phoebe!
Monica,Joey,Joey! I
Rachel,Ross,"Of course you did Ross, you would date a gorilla if it called you Indiana Jones!"
Estelle,Joey,Joey! It
Monica,Ross,"Well, well Ross didn"
Phoebe,Joey,"Joey, you pick who ever you want. Okay? You just listen to your heart. What does it tell you? "
Rachel,Ross,"Ross, it is 100 degrees outside. For the first time in weeks, I am somewhat comfortable."
Rachel,Ross,Ross.
Rachel,Dr. Long,"Hi Dr. Long, how are you?"
Chandler,Don,Don
Ross,Monica,Monica!
Ross,Monica,"Monica, what is the matter with you?"
Monica,Phoebe,Okay fine! I keep betting Phoebe that you
Rachel,Ross,Ross I
Rachel,Ross,"Oh come on Ross, why are we wasting our time with this other stuff?! We know what"
Rachel,Ross,"Oh come on Ross, we"
Rachel,Ross,Come on Ross! I
Rachel,Ross,Oh wow! What now Ross you
Phoebe,Rachel,Is Rachel having the baby?
Rachel,Ross,"Ross, you stay here and talk, I"
Rachel,Ross,Okay. Just give us a second. Ross! 
Woman,Don,Don
Man,Julie,"Marc Coreger, this is my wife Julie."
Man,Marc Coreger,"Marc Coreger, this is my wife Julie."
Ross,Julie,Hi Julie.
Ross,Rachel,This is Rachel. 
Marc,Rachel,Oh hi Rachel.
Julie,Jamie,"Well, little Jamie here is our third. So, if you have questions or you need anything at all, just holler."
Monica,Chandler,"Umm, this is going to be fun. Watch me freak out Chandler. Honey?"
Marc,Julie,Julie
Julie,Rachel,Have you felt Rachel
Julie,Rachel,"Well, if you like you can feel Rachel"
Rachel,Ross,No Ross! Ross! Ross! My child has no father!
Rachel,Ross,"Oh, thank you so much for coming. Ross, get in here!"
Rachel,Ross,Ross.
Rachel,Dr. Long,"Dr. Long, I"
Man,Clifford Burnett,Clifford Burnett.
Chandler,Rachel,Should we tell Rachel there
Janice,Chandler,Chandler Bing!
Janice,Chandler,"Oh, this should be easy. I have a very wide pelvis. You remember Chandler."
Phoebe,Joey,"Uh Joey, we"
Rachel,Don,Don
Joey,Ross,What was the other one Ross?
Joey,Ross,What are you talking about alone? What about Ross?
Rachel,Joey,Joey. Honey what would I do without you? 
Rachel,Joey,Joey.
Rachel,Joey,Joey.
Ross,Joey,Hey Joey. 
Joey,Ross,"Hey and look he brought flowers. Thanks Ross, but I"
Ross,Joey,"Uh Joey, can you give us just a minute?"
Monica,Aunt Liddy,"Oh, Aunt Liddy"
Joey,Rachel,"No! No, that was Jack! Rachel thinks I asked her to marry me!"
Chandler,Ross,Ross had a ring?! And he was gonna propose?
Chandler,Ross,Does Ross know?
Chandler,Rachel,"If you clear things up with Rachel then Ross never needs to find out, but you have to do it now before he hears about it and kicks your ass!"
Chandler,Ross,"If you clear things up with Rachel then Ross never needs to find out, but you have to do it now before he hears about it and kicks your ass!"
Ross,Rachel,"I wanna go talk to Rachel for a minute, are you gonna be okay alone for a bit?"
Rachel,Ross,Really?! Even Ross?
Phoebe,Ross,Especially Ross!
Chandler,Monica,"Hello sir, you know Monica."
Rachel,Joey,"Of course! Oh Joey, this ring I"
Phoebe,Rachel,"No! No, that you and Rachel are engaged!"
Ross,Phoebe,"Phoebe, there is no secret. Okay? I didn"
Ross,Rachel,"Look. Look, my mom gave me that ring because she wanted me to propose to Rachel, but all I wanted to do is if she maybe"
Rachel,Joey,Joey asked me marry him.
Rachel,Joey,Joey proposed to me.
Monica,Ross,Is he crazy?! You just had Ross
Monica,Ross,What?! Are you crazy? You just had Ross
Chandler,Joey,"Joey, you have to tell her what"
Chandler,Rachel,Go and tell Rachel right now before Ross finds out.
Chandler,Ross,Go and tell Rachel right now before Ross finds out.
Ross,Joey,Joey proposed to you?
Rachel,Joey,"Well then Joey, what the hell were you doing with an engagement ring?!"
Ross,Phoebe,And you told Phoebe you were engaged.
Ross,Joey,When you thought Joey proposed did
Ross,Chandler,"Well, Chandler"
Ross,Rachel,Rachel said she
Chandler,Rachel,"No, no, Ross and Rachel will be back soon and then I gotta go to the office "
Chandler,Ross,"No, no, Ross and Rachel will be back soon and then I gotta go to the office "
Monica,Phoebe,Phoebe did the signs!
Chandler,Walter,Walter 
Monica,Phoebe,Phoebe! But I could take one of those little feet and put it in a pita pocket.
Rachel,Ross,"Alright thanks, oh Ross could you stop by the coffee house and get me a muffin?"
Phoebe,Ross,"Yeah, no kidding, this just proves no good can come from having sex with Ross!"
Ross,Gunther,"Hey Gunther, can I get a couple of blueberry muffins to go? "
Gunther,Rachel,So I guess Rachel had you baby?
Joey,Ross,"No, come on Ross! "
Ross,Joey,Joey!
Ross,Joey,"Joey, give me the bag."
Chandler,Monica,Monica can I talk to you outside for a minute?
Phoebe,Chandler,I knew I should have married Chandler.
Chandler,Ms. McKenna,"Okay, Ms. McKenna, she kind of works above my boss, she asked me to move to Tulsa and be the president of our office there, and I was sleeping and apparently, said yes."
Monica,Chandler,"Chandler, I don"
Ross,Rachel,"Ah, Rachel I guess."
Joey,Ross,"Come on, Ross, that didn"
Ross,Joey,"Ah I had a little thing with Joey, if you think this is bad you should see him."
Rachel,Joey,"Oh no Ross! This is not good, we have to talk about this Joey thing. Please sit. "
Rachel,Ross,"Oh no Ross! This is not good, we have to talk about this Joey thing. Please sit. "
SCENE,Chandler,Chandler and Monica's apartment
SCENE,Monica,Chandler and Monica's apartment
Monica,Chandler,"Oh, and the people are so nice. There's this one guy, n  Geoffrey, he's the Maitre D., Chandler, you will love him. He is without a doubt, n  the funniest guy I have ever met. "
Phoebe,David,I'm... I'm just... I'm the worst person ever. How n  can I not tell David that I'm seeing Mike?
Phoebe,Chandler,Really? Chandler?
Monica,Phoebe,Phoebe!
Monica,David,"Wow, isn't it ironic that David would show up on the n  same day that you and Mike exchange keys?"
Phoebe,David,"I mean I guess, I just have to... tell David that n  nothing can happen between us. Unless I "
Rachel,Sandy,"Sandy, that's exactly what it is..."
Rachel,Ross,Ross!
Sandy,Delia,Her name is Deliah.
Sandy,Dan,"Like in my last job, I met Daniel when he was three n  weeks old. And I got to watch him grow into this "
Chandler,Monica,Monica says that her Maitre D. is the funniest guy n  she's ever met.
Phoebe,David,"Well... but David, just... I just want you to know n  that... that... you know... telling you this... is one of the hardest things n  I've ever had to do."
Rachel,Sandy,"Oh yeah, it's fine, it's fine. Sandy was just... was n  just telling me about how he proposed to his fianc"
Rachel,Ross,"Look, Ross, he's just... Sandy is just sensitive, n  that's all."
Rachel,Sandy,"Look, Ross, he's just... Sandy is just sensitive, n  that's all."
Rachel,Sandy,Sandy made Madeleines.
Phoebe,David,"Look David, if... if you had never left, then... yeah, n  we'd probably still be together right now, but... you did leave, and I"
Ross,Rachel,Did Rachel tell you we hired a 
Ross,Rachel,Hey...! Rachel and I hired a male nanny.
Joey,Chandler,So what? Being funny is Chandler's 
Joey,Monica,"Monica, you have to do some damage control here, okay. n  'Cause he's feeling like... "
Ross,Rachel,Uhm... Rachel and I hired a male nanny. 
Monica,Chandler,"Okay, okay... Chandler you... you stop it! "
Phoebe,David,"No, uhm... David and I did use to go out... but years n  ago, and he lives in Minsk. He's only... he's only in town for a couple of days."
Mike,Don,Don't point your finger at 
David,Phoebe,Right... Goodbye Phoebe. 
Joey,Ross,"Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught n  me Hot"
Joey,Sandy,"Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught n  me Hot"
Ross,Sandy,"Oh, I'm sorry. Please apologise to Sandy and the "
Rachel,Ross,"Oh, come on Ross..."
Ross,Sandy,"Sandy... Hi, we uhm... we kinda need to talk. I'm afraid n  it's not working out."
Ross,Rachel,"Yeah, uhm... I mean, Rachel and I, think you are great... n  with Emma... uhm... We just feel..."
Monica,Joey,"Joey, I think you should consider something a little n  less risky. I mean, I think in this market, real estate is your best investment.The n  Fed. just lowered the rates and the interest on your mortgage is totally deductible. n  "
Rachel,Ross,"Oh, with the mother, just... just constantly tell n  her how amazing her son is. Take it from me, moms love me. Ross's mom one time n  actually said I'm like the daughter that she never had."
Rachel,Phoebe,"I just finished getting Phoebe all dressed to meet n  Mike's parents. She's so nervous, it's so sweet!"
Joey,Chandler,Hi I'm Joey. This is Chandler.
Chandler,Monica,"We're not gonna have this conversation again... n  Look at this place. Why am I so intimidated by this guy? Pretentious art, this n  huge macho couch. When we know all he does is sit around all day crying about n  losing Monica to a real man! "
Chandler,Monica,There's a tape here with Monica's name on it.
Mike,Phoebe,"Mom, dad, this is Phoebe. Phoebe, these are my parents"
Bitsy,Phoebe,"Phoebe, why don't you come in the living room and meet n  our friends?"
Mike,Phoebe,"Yeah, I'm sure they will, but you don't have to do this... n  I'm wanting them to get to know Phoebe, not "
Theodore,Phoebe,"Phoebe, these are our friends, Tom and Sue Angle."
Theodore,Tom,"Phoebe, these are our friends, Tom and Sue Angle."
Bitsy,Phoebe,"Phoebe, come sit. Tell us a little bit about yourself... n  So where are you from?"
Chandler,Don,"Don't judge me, I'm only human!"
Mike,Phoebe,Phoebe writes lots of great songs. Wha... What was that n  one you sang the other night that everybody just loved?
Mike,Phoebe,"Mom, I thought I told you... Phoebe's a vegetarian."
Mike,Phoebe,Phoebe you don't have to eat...
Monica,Chandler,"Chandler, this is not our problem. We've got each n  other. That's all that matters."
Bitsy,Jen,"By the way, do you know who's moving back into town? n  Tom and Sue's daughter Jen."
Bitsy,Tom,"By the way, do you know who's moving back into town? n  Tom and Sue's daughter Jen."
Theodore,Michael,"You remember her Michael, she's lovely and... well n  behaved and... single."
Mike,Phoebe,"All right, stop! You know, all Phoebe has done tonight n  is trying to get you to like her. And maybe that hasn't been clear all the time, n  but she did her best. And yeah... She's a little different than you are..."
Bitsy,Michael,"Michael, a pimp spit in her mouth! "
Ross,Rachel,Rachel please! That is so inappropriate!
Phoebe,Chandler,"Yeah, Chandler why don't you take a walk? This doesn't concern you."
Rachel,Monica,We are looking for our Christmas presents from Monica.
Rachel,Don,"Don't worry, we're just gonna search here for an hour, and then we're gonna go over to Joey's and search, OK?"
Rachel,Joey,"Don't worry, we're just gonna search here for an hour, and then we're gonna go over to Joey's and search, OK?"
Chandler,Monica,"No not okay, you can't look for Monica's presents!"
Rachel,Chandler,"Chandler, aren't you worried about what to get Monica for Christmas?"
Rachel,Monica,"Chandler, aren't you worried about what to get Monica for Christmas?"
Rachel,Chandler,"Chandler, that's not enough. I mean what if she gets you a great present, two medium presents, and a bunch of little presents? And you've just gotten her one great present? I mean that's just gonna make her feel bad. Why would you do that to her Chandler? Why? Why?"
Joey,Ross,"And for Ross, Mr. Sweet"
Ross,Chandler,"I'm sorry Chandler, but this, this is really important to me."
Chandler,Wendy,"Ah, well no, it's just uh, me and Wendy."
Monica,Wendy,Wendy? 
Joey,Wendy,"Ahh, wait, is Wendy the runner"
Chandler,Joey,"Well, stuff like where we'd live, y'know? Like a small place outside the city, where our kids could learn to ride their bikes and stuff. Y'know, we could have a cat that had a bell on its collar and we could hear it every time it ran through the little kitty door. Of course, we'd have an apartment over the garage where Joey could grow old."
Chandler,Monica,Monica.
Phoebe,Chandler,"Chandler, your being here is the best Christmas present I could have ever imagined."
Phoebe,Joey,"Joey, can I have a sip of your coffee and a bite of your muffin?"
Ross,Lauren,Rachel and I are bringing Emma to Ralph Lauren today to introduce her to everyone. Doesn't she look cute?
Ross,Rachel,Rachel and I are bringing Emma to Ralph Lauren today to introduce her to everyone. Doesn't she look cute?
Ross,Ralph Lauren,Rachel and I are bringing Emma to Ralph Lauren today to introduce her to everyone. Doesn't she look cute?
Monica,Don,Don't you want to look through the rest?
Guy,Gavin,"I'm Gavin Mitchell, the person who's taken over your job."
Guy,Gavin Mitchell,"I'm Gavin Mitchell, the person who's taken over your job."
Phoebe,Joey,"Joey, look at me! I'm a nurse!"
Joey,Don,"Oh, relax. Don't be. You'll be fine, you'll be fine. They'll probably just make you stand in the back."
Joey,Don,"Hey, you know what? Don't worry, Pheebs! It usually takes me three takes too! "
Interviewer,Monica,Monica warned me you might do that. I actually think we might have something for you at the agency. 
Interviewer,Monica,Come on now. Monica has a good job. And it's not like you have a family to support.
Chandler,Monica,"Actually, we're trying, and I don't think Monica's gonna wanna postpone it. We're supposed to have sex tonight.  Actually, she's probably at home naked right now. I tend to keep talking until somebody stops me. I can just picture her on the bed right now."
Rachel,Don,"Alright! Don't get too comfortable there, because I'm back in two weeks! And I want everything back to the way it was.  I can't say that I care too much for the way you've rearranged my office. "
Gavin,Lauren,"Well, there was talk of shutting down Ralph Lauren all together."
Gavin,Ralph Lauren,"Well, there was talk of shutting down Ralph Lauren all together."
Rachel,Mr. Zelner,"Oh, hi Mr. Zelner."
Rachel,Gavin,"That's great. So now, Super Gavin, when I come back where are you planning on flying off to?"
Gavin,Mr. Zelner,"Well, that's up to Mr. Zelner. I'm sure he will make the right decision."
Joey,Nurse,"That's right, you're not. You're a nurse. You're Nurse With Tray. "
Phoebe,Joey,Joey.
Joey,Nurse,"No, no. Nurse With Tray doesn't know Joey, she doesn't have time for friends. She gets in that operating room and she carries that tray to the doctor, because if she doesn't, people die!"
Rachel,Ross,Ross?
Ross,Monica,So you have to tell Monica you don't want to have a baby right now?
Chandler,Ross,"Yeah, Ross is here so..."
Phoebe,Joey,"Joey, listen. I can't do this, it doesn't make any sense. Yesterday I was a nurse, and today I'm a waitress at a cafe?"
Rachel,Ross,"What? I can't do that! I have the baby, and Ross is not gonna pick her up for another hour."
Rachel,Gavin,"Well, there you go. You win, you win. You get to do the presentation, you'll knock 'em dead,  no one will ever remember that I worked here, and then Ralph will buy his helicopter, and Super Gavin will just fly right along side of him!"
Joey,Tom,"Thank you, thank you. How about I do something for you? Tomorrow, I'll bring you a hat, cover up the bald?"
Chandler,Rachel,"Oh, she's at home, putting up decorations for Rachel's birthday party tonight."
Rachel,Gunther,"Shhh don't say that loud, Gunther's gonna want to hug me."
Ross,Molly,"Uh, good news everyone, we finally found a nanny. This is Molly "
Rachel,Molly,"Oh, wow, Molly is just great!"
Rachel,Joey,And Joey?
Rachel,Ross,Am I the only one who doesn't think that she's hot? Ross?
Chandler,Rachel,Now that Rachel's gone?
Phoebe,Bob,"OK, fine, if it means that much to you I'll get rid of Bob."
Rachel,Gavin,"Gavin, I just wanted to say thank you again for watching Emma    yesterday during the presentation. I really owe you an appology."
Chandler,Joey,Looks like Joey is doing allright with her.
Monica,Joey,"Yeah. Hey, that was nice of you guys to back off and let Joey get the girl    for once."
Ross,Joey,"Joey, come on now, for me! Please, just"
Phoebe,Bob,To kill Bob??
Phoebe,Bob,"I'll find Bob, I'll get him. Bob? "
Phoebe,Bob,"I don't know, I kinda like Bob for a girl."
Phoebe,Bob,"Oh my god, we killed Bob!"
Mike,Bob,"Maybe it wasn't Bob, maybe it was a mouse."
Ross,Joey,"Listen, can you do me a favor? I'm gonna be out today. Can you just keep    an eye on Joey, make sure nothing happens between him and Molly?"
Ross,Molly,"Listen, can you do me a favor? I'm gonna be out today. Can you just keep    an eye on Joey, make sure nothing happens between him and Molly?"
Chandler,Joey,"Allright, fine, but don't blame me if it doesn't work. Because you know    as well as I do that once Joey sets his mind on something, more often than not,    he's going to have sex with it."
Joey,Ross,"Now YOU'RE telling me I can't see her?? You guys are killing me!    She's forbidden fruit! It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh? Did Ross tell you not to let me go over    there?"
Gavin,Gavin Mitchell,Gavin Mitchelle's office.
Rachel,Gavin,"Um, excuse me Gavin, I have a question I need to ask you."
Rachel,Gavin,"Yeah I am, I am! Oh, but first of all, Monica, I would like to introduce    you to my very talented colleage and more importantly my wonderful friend Gavin    Mitchelle. "
Rachel,Monica,"Yeah I am, I am! Oh, but first of all, Monica, I would like to introduce    you to my very talented colleage and more importantly my wonderful friend Gavin    Mitchelle. "
Monica,Rachel,Pleased to meet you. So you're coming to Rachel's party tonight?
Rachel,Gavin,"Oh no no no no no, Gavin can't, he already has plans, most likely with his    mother. "
Rachel,Monica,"Oh, Monica, you think Skippy liked you? Honey, all those buys had a bet    to see if he can knock you over."
Phoebe,Rachel,"I had to bring them! We killed their mother, they're our responsibility    now. You know, they require constant care. You should know that, Rachel, you're    a mother."
